Wall time,Step,Value
1638298562.761423,188,153.1967315673828
1638298563.832982,189,187.2565460205078
1638298564.9180741,190,77.07475280761719
1638298565.7363927,191,77.58241271972656
1638298566.6484656,192,84.00287628173828
1638298567.7444413,193,218.14999389648438
1638298568.9421122,194,202.17703247070312
1638298570.094161,195,192.33421325683594
1638298571.0117207,196,162.27667236328125
1638298572.5587432,197,132.73214721679688
1638298573.645313,198,157.26820373535156
1638298575.1184106,199,149.64361572265625
1638298576.1465478,200,199.59829711914062
1638298576.9265466,201,145.0450439453125
1638298577.9151382,202,194.64419555664062
1638298579.1858132,203,136.9225311279297
1638298580.2620387,204,133.26406860351562
1638298581.7549357,205,112.88667297363281
1638298582.760441,206,159.30270385742188
1638298583.5135648,207,52.50590896606445
1638298584.67041,208,86.91685485839844
1638298585.7492201,209,140.11988830566406
1638298587.0404444,210,177.58851623535156
1638298588.1465244,211,163.19415283203125
1638298589.6675313,212,89.86759948730469
1638298590.7661295,213,152.8519744873047
1638298591.9726975,214,198.56455993652344
1638298592.9649658,215,109.8893051147461
1638298594.1048214,216,166.30116271972656
1638298595.2978218,217,165.2547149658203
1638298596.4647212,218,137.98660278320312
1638298597.6597414,219,176.05618286132812
1638298598.6868086,220,150.35450744628906
1638298599.5028095,221,81.775634765625
1638298600.3094485,222,122.34172821044922
1638298601.1149983,223,92.74238586425781
1638298601.9481454,224,130.78558349609375
1638298602.9552178,225,207.89195251464844
1638298604.1901147,226,92.55213165283203
1638298605.3091164,227,161.57705688476562
1638298606.2001812,228,127.6795425415039
1638298607.0272563,229,126.48149108886719
1638298607.9314837,230,200.859619140625
1638298608.9383006,231,193.17550659179688
1638298609.7403002,232,117.13846588134766
1638298610.637394,233,185.55838012695312
1638298611.7039723,234,201.3690643310547
1638298612.6445866,235,125.42862701416016
1638298613.4361398,236,123.77806091308594
1638298614.4407876,237,196.06895446777344
1638298615.3237894,238,133.7841033935547
1638298616.200278,239,89.3529281616211
1638298617.0173583,240,138.92848205566406
1638298617.910037,241,124.8624267578125
1638298618.879842,242,210.1172637939453
1638298620.208475,243,181.64892578125
1638298621.6384902,244,152.46551513671875
1638298622.8544796,245,192.80496215820312
1638298624.0079987,246,196.971435546875
1638298624.9805553,247,190.9316864013672
1638298625.859552,248,174.60833740234375
1638298626.7726583,249,213.01768493652344
1638298627.72318,250,192.23220825195312
1638298628.4844155,251,210.1885223388672
1638298629.370424,252,150.94874572753906
1638298630.2755554,253,210.6478271484375
1638298631.2718394,254,55.87516403198242
1638298632.38596,255,109.27985382080078
1638298633.2555459,256,98.53932189941406
1638298634.0765455,257,218.58482360839844
1638298634.9111128,258,112.46498107910156
1638298636.032114,259,146.32847595214844
1638298636.77794,260,106.60066223144531
1638298637.5881681,261,100.44171142578125
1638298638.3043487,262,88.0429458618164
1638298639.130351,263,196.20635986328125
1638298640.0395284,264,217.93182373046875
1638298640.8244936,265,112.33651733398438
1638298641.7303295,266,213.8473663330078
1638298642.4304826,267,104.65383911132812
1638298643.313496,268,213.5767364501953
1638298644.0624886,269,113.51701354980469
1638298644.9125032,270,143.4160919189453
1638298645.861488,271,233.4217987060547
1638298646.8195057,272,218.05984497070312
1638298647.8468828,273,186.7260284423828
1638298648.6410367,274,91.53802490234375
1638298649.6820426,275,167.09434509277344
1638298650.582129,276,190.5739288330078
1638298651.7411287,277,176.74794006347656
1638298652.5289187,278,153.78237915039062
1638298653.968488,279,45.834442138671875
1638298654.8660352,280,134.9659423828125
1638298655.668037,281,190.17913818359375
1638298656.6241186,282,151.12890625
1638298657.399117,283,99.32392120361328
1638298658.284789,284,197.65335083007812
1638298659.1647875,285,217.3727569580078
1638298660.0577888,286,181.9091796875
1638298660.9026926,287,221.3372802734375
1638298662.0076892,288,169.023193359375
1638298662.9337628,289,215.22618103027344
1638298663.8053284,290,133.85244750976562
1638298664.7269075,291,112.19126892089844
1638298665.6529098,292,166.40330505371094
1638298666.4820142,293,212.82827758789062
1638298667.3100257,294,196.91799926757812
1638298668.1931658,295,210.36837768554688
1638298669.0578027,296,135.2489013671875
1638298669.978802,297,217.76095581054688
1638298670.8778865,298,179.79454040527344
1638298671.7968893,299,212.70086669921875
1638298672.5698273,300,171.4423065185547
1638298673.447976,301,206.7595977783203
1638298674.3360925,302,203.9228515625
1638298675.1330922,303,158.4043426513672
1638298676.1540956,304,51.03302764892578
1638298676.8811643,305,113.23957824707031
1638298677.762535,306,226.49542236328125
1638298678.6759455,307,157.33697509765625
1638298679.500948,308,218.41302490234375
1638298680.2679453,309,212.29710388183594
1638298681.1360326,310,214.3971710205078
1638298681.8920326,311,80.78343200683594
1638298682.7250323,312,224.5852508544922
1638298683.551606,313,203.2567138671875
1638298684.368957,314,212.07150268554688
1638298685.1949563,315,221.25994873046875
1638298686.0389557,316,203.05845642089844
1638298687.1011314,317,192.02066040039062
1638298687.9141297,318,169.2313232421875
1638298688.6866639,319,77.72819519042969
1638298689.439178,320,148.4833984375
1638298690.266177,321,224.13470458984375
1638298691.0868068,322,157.9591064453125
1638298691.9818065,323,221.22312927246094
1638298692.7858748,324,182.91136169433594
1638298693.6989553,325,219.96212768554688
1638298694.4870193,326,169.80569458007812
1638298695.3070164,327,201.3140106201172
1638298696.108015,328,213.03680419921875
1638298696.8975434,329,212.07176208496094
1638298697.8135562,330,207.41734313964844
1638298699.1320612,331,166.58438110351562
1638298700.013264,332,161.87646484375
1638298700.851086,333,172.49661254882812
1638298701.6780252,334,189.33822631835938
1638298702.5590878,335,208.6348876953125
1638298703.4351766,336,241.5696258544922
1638298704.3121774,337,213.1053924560547
1638298705.1092534,338,191.48614501953125
1638298706.1662536,339,235.04150390625
1638298707.074363,340,235.71627807617188
1638298707.8875272,341,210.5691375732422
1638298708.7795613,342,180.537841796875
1638298709.7385898,343,152.17755126953125
1638298710.5885475,344,161.69000244140625
1638298711.453067,345,209.77017211914062
1638298712.3750656,346,230.72073364257812
1638298713.2816281,347,223.49815368652344
1638298714.3096273,348,221.81396484375
1638298715.3476267,349,189.94216918945312
1638298716.4642255,350,235.80389404296875
1638298717.3302243,351,197.29632568359375
1638298718.1813626,352,234.7325439453125
1638298719.0374858,353,230.73089599609375
1638298719.9014843,354,235.58615112304688
1638298720.8199003,355,211.26243591308594
1638298721.6169007,356,226.27804565429688
1638298722.4429767,357,212.75238037109375
1638298723.402047,358,229.3224334716797
1638298724.2710474,359,217.4249267578125
1638298725.2202537,360,205.154541015625
1638298725.981253,361,221.95388793945312
1638298726.7553627,362,224.70089721679688
1638298727.5843725,363,216.7041473388672
1638298728.7915401,364,199.76907348632812
1638298729.5735757,365,215.9818572998047
1638298730.5465698,366,260.0353698730469
1638298731.33158,367,179.78631591796875
1638298732.1616197,368,206.1676788330078
1638298732.9515688,369,201.88873291015625
1638298733.8161218,370,216.5497589111328
1638298734.6461813,371,202.18626403808594
1638298735.44418,372,212.4088134765625
1638298736.5842526,373,156.8144073486328
1638298737.3982542,374,210.59939575195312
1638298738.390802,375,208.84878540039062
1638298739.410834,376,205.1333465576172
1638298740.2478342,377,166.92105102539062
1638298741.305578,378,196.5596466064453
1638298742.1585884,379,163.45065307617188
1638298743.4232852,380,125.60358428955078
1638298744.2962866,381,171.35391235351562
1638298745.6178472,382,164.30653381347656
1638298746.4929338,383,226.48915100097656
1638298747.3204498,384,205.94140625
1638298748.112991,385,225.14842224121094
1638298748.9060457,386,219.05970764160156
1638298749.7220461,387,213.19076538085938
1638298750.6310914,388,216.18414306640625
1638298751.7950978,389,217.33680725097656
1638298752.7231812,390,224.4183807373047
1638298753.563045,391,235.0172576904297
1638298754.357045,392,212.21249389648438
1638298755.1625688,393,215.4329833984375
1638298756.258568,394,214.6660919189453
1638298757.086642,395,208.70138549804688
1638298757.9857478,396,237.9523162841797
1638298758.7885869,397,222.657958984375
1638298759.6345954,398,213.04759216308594
1638298760.5045905,399,224.11636352539062
1638298761.5081856,400,212.36790466308594
1638298762.3400767,401,209.53208923339844
1638298763.1492205,402,223.34523010253906
1638298764.531221,403,166.39682006835938
1638298765.3883438,404,185.59559631347656
1638298766.3861797,405,202.44654846191406
1638298767.2092712,406,232.080322265625
1638298768.020824,407,230.59925842285156
1638298768.8466384,408,222.87852478027344
1638298769.7026372,409,210.0000457763672
1638298770.5366387,410,222.51187133789062
1638298771.3443294,411,213.8557586669922
1638298772.1172397,412,231.85812377929688
1638298772.9114099,413,217.41354370117188
1638298773.6879537,414,224.58828735351562
1638298774.5349545,415,208.3415069580078
1638298775.4072204,416,230.22560119628906
1638298776.2201042,417,168.7993927001953
1638298777.0302277,418,209.41690063476562
1638298777.8332293,419,241.29197692871094
1638298778.698465,420,194.6129150390625
1638298779.5134656,421,216.45773315429688
1638298780.3364637,422,224.40647888183594
1638298781.2499597,423,190.70428466796875
1638298782.1025255,424,214.89028930664062
1638298782.9416344,425,225.0330810546875
1638298784.1381962,426,196.2857666015625
1638298784.989216,427,215.8651580810547
1638298785.973216,428,201.43746948242188
1638298786.9344177,429,227.54713439941406
1638298787.8329344,430,230.15948486328125
1638298788.6561952,431,173.81951904296875
1638298789.5911956,432,207.77084350585938
1638298790.4877527,433,208.93087768554688
1638298791.3400395,434,212.07489013671875
1638298792.3659022,435,235.0567169189453
1638298793.2201974,436,214.0426788330078
1638298794.0351973,437,167.45843505859375
1638298794.940332,438,220.16590881347656
1638298795.9063315,439,209.18714904785156
1638298796.7624035,440,210.7028045654297
1638298797.6416595,441,222.5795135498047
1638298798.6097891,442,242.12112426757812
1638298799.44679,443,219.54856872558594
1638298800.4350524,444,205.86151123046875
1638298801.3246372,445,209.2847442626953
1638298802.1546652,446,214.3199920654297
1638298802.9992404,447,161.76522827148438
1638298803.9916708,448,215.84991455078125
1638298804.8092434,449,152.56216430664062
1638298805.628241,450,222.04681396484375
1638298806.6552422,451,224.20960998535156
1638298807.5211997,452,213.08004760742188
1638298808.400816,453,216.84909057617188
1638298809.2374218,454,200.84149169921875
1638298810.1104221,455,221.0577850341797
1638298811.011475,456,200.79014587402344
1638298811.8754756,457,212.4885711669922
1638298812.7196264,458,201.0113067626953
1638298813.6051855,459,209.2818603515625
1638298814.5471861,460,206.3216552734375
1638298815.3280869,461,226.99131774902344
1638298816.468087,462,136.12498474121094
1638298817.292144,463,216.76377868652344
1638298818.1767483,464,247.92001342773438
1638298819.0278325,465,210.3168182373047
1638298819.9458303,466,209.09854125976562
1638298821.0379124,467,199.3851776123047
1638298821.9487004,468,222.49282836914062
1638298822.7639365,469,216.5680694580078
1638298823.6730168,470,212.71200561523438
1638298824.604016,471,220.0247802734375
1638298825.441113,472,193.148681640625
1638298826.3891122,473,204.94374084472656
1638298827.2362132,474,220.36891174316406
1638298828.0463095,475,222.137451171875
1638298828.8398976,476,226.02410888671875
1638298829.7304225,477,210.54551696777344
1638298830.6994236,478,185.62379455566406
1638298831.6385002,479,205.33462524414062
1638298832.53615,480,210.9853057861328
1638298833.4297888,481,221.51300048828125
1638298834.2677894,482,173.7797088623047
1638298835.1652703,483,209.51084899902344
1638298836.1102707,484,196.323974609375
1638298837.0173857,485,216.3734588623047
1638298837.9080212,486,200.26773071289062
1638298838.7755742,487,223.12290954589844
1638298839.696225,488,209.08172607421875
1638298840.5242262,489,230.01443481445312
1638298841.4182644,490,227.7489471435547
1638298842.3122745,491,233.01443481445312
1638298843.171351,492,225.6491241455078
1638298844.0422287,493,207.2506561279297
1638298844.9208274,494,237.9367218017578
1638298845.836362,495,237.6294403076172
1638298846.672363,496,199.6674041748047
1638298847.4901607,497,209.12326049804688
1638298848.4617028,498,218.03713989257812
1638298849.3926878,499,199.445068359375
1638298850.2842257,500,215.21450805664062
1638298851.1663346,501,225.11077880859375
1638298852.0423417,502,221.59254455566406
1638298852.911933,503,224.889404296875
1638298853.6733146,504,222.54202270507812
1638298854.5333147,505,224.81105041503906
1638298855.3918893,506,213.41912841796875
1638298856.2588878,507,226.44395446777344
1638298857.2300353,508,213.54791259765625
1638298858.0516245,509,218.9803009033203
1638298858.8486228,510,168.93190002441406
1638298859.6782203,511,237.096923828125
1638298860.5292218,512,200.83392333984375
1638298861.3862953,513,218.62753295898438
1638298862.2213042,514,224.72076416015625
1638298863.0391552,515,217.29794311523438
1638298864.3891556,516,152.02035522460938
1638298865.2332387,517,193.24151611328125
1638298866.1182408,518,211.5635528564453
1638298866.9753048,519,215.984130859375
1638298867.8753061,520,203.7484893798828
1638298868.6745636,521,206.89752197265625
1638298869.425161,522,233.23617553710938
1638298870.2791615,523,151.37112426757812
1638298871.132235,524,224.4806365966797
1638298872.0817478,525,218.8454132080078
1638298872.9217496,526,206.7703094482422
1638298873.8032086,527,224.52793884277344
1638298874.6472094,528,224.493896484375
1638298875.4777641,529,212.8761444091797
1638298876.454763,530,206.3358154296875
1638298877.4287155,531,161.5198211669922
1638298878.2192783,532,224.82801818847656
1638298879.223335,533,162.93128967285156
1638298880.0173326,534,215.18267822265625
1638298880.8663597,535,215.53765869140625
1638298881.7094603,536,213.60031127929688
1638298882.7194579,537,167.83912658691406
1638298883.5605192,538,220.36842346191406
1638298884.43953,539,230.14248657226562
1638298885.252618,540,220.3090057373047
1638298886.2416186,541,223.23611450195312
1638298887.0486882,542,223.76290893554688
1638298887.8846977,543,238.57070922851562
1638298888.861023,544,236.03787231445312
1638298889.648154,545,225.19854736328125
1638298890.493154,546,213.2591094970703
1638298891.4272645,547,234.57154846191406
1638298892.344508,548,232.4306182861328
1638298893.1614842,549,229.81959533691406
1638298893.9769979,550,222.03302001953125
1638298894.7749999,551,230.48419189453125
1638298895.6121025,552,216.37359619140625
1638298896.4471023,553,224.42388916015625
1638298897.255184,554,221.14901733398438
1638298898.1657398,555,240.3694610595703
1638298899.0167413,556,238.3203582763672
1638298899.873329,557,232.1146240234375
1638298900.8493276,558,237.9740447998047
1638298901.6369743,559,221.8235626220703
1638298902.4179747,560,234.3418426513672
1638298903.30307,561,220.50990295410156
1638298904.1010714,562,217.87022399902344
1638298905.0270708,563,220.59307861328125
1638298905.805151,564,221.0172119140625
1638298906.619151,565,205.81651306152344
1638298907.782891,566,161.92686462402344
1638298908.826261,567,239.274658203125
1638298909.9934194,568,200.72427368164062
1638298910.8474174,569,229.5004119873047
1638298911.8554807,570,217.8978729248047
1638298912.7274797,571,221.25564575195312
1638298913.5114472,572,229.10153198242188
1638298914.3754478,573,238.11495971679688
1638298915.150448,574,225.1676483154297
1638298915.9695168,575,226.98390197753906
1638298916.7875183,576,184.03826904296875
1638298917.650221,577,169.82217407226562
1638298918.477672,578,249.92974853515625
1638298919.2293003,579,228.5908660888672
1638298920.0673018,580,219.30197143554688
1638298920.9003,581,165.51963806152344
1638298921.7013896,582,223.12161254882812
1638298922.5444608,583,246.07879638671875
1638298923.3201056,584,223.43565368652344
1638298924.3911052,585,220.57015991210938
1638298925.231178,586,231.72467041015625
1638298926.0391793,587,213.61795043945312
1638298926.8877718,588,248.88731384277344
1638298927.7688484,589,231.6775665283203
1638298928.4924002,590,259.0674743652344
1638298929.3119652,591,226.80441284179688
1638298930.1129646,592,257.76226806640625
1638298930.869478,593,231.46185302734375
1638298931.6761134,594,235.13526916503906
1638298932.4221327,595,235.4534454345703
1638298933.2000594,596,215.754638671875
1638298934.0193024,597,227.96324157714844
1638298934.881176,598,201.02655029296875
1638298935.688051,599,227.28709411621094
1638298936.5410507,600,234.5819549560547
1638298937.305113,601,256.6759948730469
1638298938.079704,602,241.0922393798828
1638298938.877706,603,247.97972106933594
1638298939.7227738,604,249.80406188964844
1638298940.5278614,605,237.9076385498047
1638298941.3120747,606,229.53955078125
1638298942.2260742,607,241.21505737304688
1638298943.0656354,608,211.0843048095703
1638298943.948864,609,234.69129943847656
1638298944.7739403,610,237.98574829101562
1638298945.5945284,611,227.157470703125
1638298946.3895254,612,212.8456573486328
1638298947.1875265,613,236.3006591796875
1638298948.0067582,614,218.145751953125
1638298948.83576,615,228.0054931640625
1638298949.624453,616,193.22039794921875
1638298950.3474536,617,232.3153839111328
1638298951.140454,618,245.4543914794922
1638298951.8655286,619,246.0983428955078
1638298952.662821,620,233.82086181640625
1638298953.484505,621,240.36489868164062
1638298954.371504,622,219.29837036132812
1638298955.1735022,623,239.34747314453125
1638298955.9320872,624,247.8813018798828
1638298956.9376588,625,238.6162109375
1638298957.8162925,626,230.34996032714844
1638298958.6113703,627,227.87820434570312
1638298959.3988771,628,240.21487426757812
1638298960.1934257,629,231.59547424316406
1638298961.030425,630,246.2275390625
1638298961.8613439,631,233.70458984375
1638298962.9173431,632,180.15139770507812
1638298963.7988362,633,249.851806640625
1638298964.592805,634,237.13711547851562
1638298965.4089596,635,219.46449279785156
1638298966.2348578,636,218.789794921875
1638298967.0535476,637,228.68687438964844
1638298967.8006413,638,241.79994201660156
1638298968.6822476,639,217.0249786376953
1638298969.5054076,640,244.2033233642578
1638298970.3264074,641,244.7197723388672
1638298971.1854086,642,245.69747924804688
1638298972.0438404,643,207.1168670654297
1638298972.8738399,644,238.6916046142578
1638298973.7199678,645,236.89013671875
1638298974.4699671,646,233.6662139892578
1638298975.2559662,647,232.1146240234375
1638298976.0721242,648,219.84767150878906
1638298976.9071994,649,252.93441772460938
1638298977.8751888,650,161.004638671875
1638298978.9041903,651,237.82119750976562
1638298979.8122742,652,250.85348510742188
1638298980.595275,653,238.23773193359375
1638298981.4283779,654,257.9962158203125
1638298982.1857822,655,233.96311950683594
1638298982.961426,656,239.58641052246094
1638298983.8644412,657,230.4727325439453
1638298984.685443,658,230.27133178710938
1638298985.8585083,659,175.1036376953125
1638298986.6555083,660,252.32632446289062
1638298987.4392436,661,235.98416137695312
1638298988.2487996,662,234.82579040527344
1638298989.032799,663,240.19027709960938
1638298989.8258083,664,179.47254943847656
1638298990.6438096,665,226.87042236328125
1638298991.5438774,666,230.7919921875
1638298992.4311492,667,239.60751342773438
1638298993.2667093,668,236.14723205566406
1638298994.0515397,669,246.55810546875
1638298995.1662292,670,215.82908630371094
1638298996.0853162,671,238.1145477294922
1638298996.929828,672,247.6443328857422
1638298997.703621,673,232.75765991210938
1638298998.4371831,674,238.11056518554688
1638298999.275184,675,224.92041015625
1638299000.1617517,676,233.57171630859375
1638299001.0237517,677,237.97476196289062
1638299002.2364032,678,178.87173461914062
1638299003.1285427,679,225.21034240722656
1638299004.010592,680,215.4322509765625
1638299004.8835938,681,247.72222900390625
1638299005.7276692,682,244.033935546875
1638299006.5096688,683,250.01864624023438
1638299007.3418663,684,229.1439666748047
1638299008.1678948,685,190.4349822998047
1638299009.1500294,686,228.9056396484375
1638299010.029941,687,223.78981018066406
1638299010.8728507,688,232.19454956054688
1638299011.6769488,689,220.3686981201172
1638299012.4839728,690,227.8007049560547
1638299013.2918584,691,233.88478088378906
1638299014.1403828,692,244.2293243408203
1638299015.218377,693,211.76206970214844
1638299016.1078515,694,235.44027709960938
1638299017.1368535,695,205.1305389404297
1638299017.983066,696,232.28518676757812
1638299018.843064,697,239.28555297851562
1638299019.706674,698,203.99456787109375
1638299020.499673,699,232.8213348388672
1638299021.3254254,700,230.11607360839844
1638299022.3738103,701,160.88418579101562
1638299023.2048187,702,229.94175720214844
1638299024.051359,703,229.12623596191406
1638299024.9053621,704,232.80667114257812
1638299025.769451,705,160.0911102294922
1638299026.7174485,706,227.72259521484375
1638299028.339518,707,133.043212890625
1638299029.2735183,708,211.88308715820312
1638299030.12211,709,230.28512573242188
1638299031.0051157,710,221.48216247558594
1638299031.829262,711,247.07278442382812
1638299032.6402643,712,225.2217254638672
1638299034.351417,713,117.81527709960938
1638299035.2364151,714,244.00985717773438
1638299036.0820887,715,245.468994140625
1638299036.9310873,716,210.9866180419922
1638299037.7622004,717,235.15089416503906
1638299038.5922987,718,225.4102783203125
1638299039.479328,719,231.03811645507812
1638299040.3345122,720,221.06263732910156
1638299041.179509,721,228.93194580078125
1638299042.4828963,722,165.0369110107422
1638299043.3498347,723,244.51812744140625
1638299044.1141646,724,222.0532684326172
1638299044.9201663,725,235.86038208007812
1638299045.8242357,726,232.3882598876953
1638299046.633234,727,235.21780395507812
1638299047.434391,728,217.94839477539062
1638299048.311054,729,248.0272979736328
1638299049.2230544,730,261.2520751953125
1638299050.0635886,731,156.41958618164062
1638299050.8845892,732,233.74134826660156
1638299051.7341716,733,217.67767333984375
1638299052.5962226,734,250.82650756835938
1638299053.4437704,735,245.49778747558594
1638299054.3469033,736,237.95986938476562
1638299055.2399058,737,211.03065490722656
1638299056.1610065,738,170.68116760253906
1638299057.196518,739,210.48109436035156
1638299058.1691155,740,231.84849548339844
1638299059.055114,741,239.02557373046875
1638299059.999136,742,247.9878387451172
